ensgene	control_1	treated_1	control_2	treated_2
ENSG00000185298	330,0	469,0	491,0	297,0
ENSG00000185303	0,0	0,0	0,0	1,0
ENSG00000185304	19,0	9,0	90,0	48,0
ENSG00000185305	591,0	583,0	945,0	509,0
ENSG00000185306	7,0	4,0	9,0	0,0
ENSG00000185313	0,0	2,0	1,0	1,0
ENSG00000185319	0,0	0,0	0,0	0,0
ENSG00000185324	479,0	495,0	800,0	348,0
ENSG00000185332	4,0	6,0	10,0	8,0
ENSG00000185338	379,0	187,0	237,0	57,0
ENSG00000185339	383,0	274,0	524,0	279,0
ENSG00000185340	373,0	448,0	331,0	260,0
ENSG00000185344	425,0	400,0	556,0	317,0
ENSG00000185345	92,0	51,0	64,0	64,0
ENSG00000185347	20,0	24,0	34,0	20,0
ENSG00000185352	0,0	2,0	2,0	5,0
ENSG00000185359	1911,0	2227,0	1909,0	1309,0
ENSG00000185361	113,0	117,0	122,0	82,0
ENSG00000185372	0,0	0,0	0,0	0,0
ENSG00000185379	519,0	377,0	472,0	234,0
ENSG00000185385	0,0	1,0	1,0	1,0
ENSG00000185386	293,0	380,0	287,0	260,0
ENSG00000185390	0,0	0,0	0,0	0,0
ENSG00000185404	394,0	324,0	458,0	285,0
ENSG00000185414	523,0	300,0	378,0	269,0
ENSG00000185418	207,0	141,0	273,0	118,0
ENSG00000185420	324,0	245,0	354,0	163,0
ENSG00000185432	1436,0	5792,0	1608,0	4578,0
ENSG00000185436	0,0	0,0	0,0	1,0
ENSG00000185437	77,0	33,0	92,0	49,0
ENSG00000185442	82,0	71,0	72,0	90,0
ENSG00000185448	0,0	0,0	0,0	0,0
ENSG00000185453	318,0	296,0	396,0	186,0
ENSG00000185467	1,0	0,0	0,0	0,0
ENSG00000185475	548,0	518,0	591,0	434,0
ENSG00000185477	6,0	4,0	3,0	2,0
ENSG00000185479	0,0	0,0	0,0	0,0
ENSG00000185480	220,0	139,0	281,0	121,0
ENSG00000185482	17,0	8,0	19,0	14,0
ENSG00000185483	1167,0	1075,0	1435,0	1060,0
ENSG00000185485	309,0	296,0	330,0	147,0
ENSG00000185495	77,0	82,0	121,0	28,0
ENSG00000185499	278,0	372,0	568,0	397,0
ENSG00000185504	693,0	436,0	665,0	282,0
ENSG00000185507	91,0	5,0	29,0	11,0
ENSG00000185513	107,0	100,0	177,0	100,0
ENSG00000185515	449,0	397,0	446,0	320,0
ENSG00000185518	1,0	6,0	5,0	0,0
ENSG00000185519	3,0	5,0	2,0	3,0
ENSG00000185522	0,0	13,0	0,0	0,0
ENSG00000185523	2,0	0,0	6,0	2,0
ENSG00000185527	2,0	4,0	6,0	0,0
ENSG00000185532	1613,0	1001,0	2153,0	853,0
ENSG00000185551	2074,0	2710,0	2508,0	3502,0
ENSG00000185559	0,0	0,0	1,0	2,0
ENSG00000185561	237,0	461,0	678,0	661,0
ENSG00000185565	2743,0	2491,0	4358,0	2268,0
ENSG00000185567	5072,0	2795,0	5571,0	2511,0
ENSG00000185585	1431,0	200,0	1394,0	420,0
ENSG00000185591	2034,0	1534,0	2441,0	1332,0
ENSG00000185594	0,0	0,0	0,0	0,0
ENSG00000185596	396,0	266,0	474,0	202,0
ENSG00000185607	1,0	1,0	3,0	0,0
ENSG00000185608	492,0	496,0	488,0	325,0
ENSG00000185610	0,0	0,0	0,0	0,0
ENSG00000185614	56,0	54,0	47,0	28,0
ENSG00000185615	0,0	3,0	0,0	0,0
ENSG00000185619	1176,0	913,0	1097,0	628,0
ENSG00000185621	377,0	245,0	461,0	242,0
ENSG00000185624	18036,0	16403,0	21690,0	11986,0
ENSG00000185627	1335,0	1233,0	1445,0	840,0
ENSG00000185630	5132,0	3310,0	4686,0	2002,0
ENSG00000185631	0,0	0,0	1,0	0,0
ENSG00000185633	302,0	187,0	344,0	97,0
ENSG00000185634	108,0	104,0	119,0	92,0
ENSG00000185638	0,0	0,0	0,0	0,0
ENSG00000185640	0,0	0,0	0,0	0,0
ENSG00000185641	5,0	5,0	2,0	2,0
ENSG00000185650	4999,0	3052,0	4373,0	1793,0
ENSG00000185651	1599,0	1672,0	1928,0	1197,0
ENSG00000185652	277,0	194,0	571,0	204,0
ENSG00000185658	1473,0	1278,0	1561,0	1024,0
ENSG00000185662	0,0	0,0	0,0	0,0
ENSG00000185664	30,0	24,0	28,0	13,0
ENSG00000185666	15,0	0,0	5,0	2,0
ENSG00000185668	0,0	0,0	1,0	0,0
ENSG00000185669	5,0	0,0	14,0	2,0
ENSG00000185670	71,0	78,0	130,0	85,0
ENSG00000185674	0,0	1,0	2,0	0,0
ENSG00000185681	1,0	4,0	1,0	0,0
ENSG00000185684	248,0	215,0	422,0	202,0
ENSG00000185686	0,0	0,0	0,0	0,0
ENSG00000185689	9,0	15,0	21,0	5,0
ENSG00000185697	47,0	53,0	173,0	31,0
ENSG00000185701	0,0	0,0	0,0	0,0
ENSG00000185710	101,0	3,0	82,0	31,0
ENSG00000185716	423,0	401,0	359,0	494,0
ENSG00000185721	635,0	647,0	713,0	549,0
ENSG00000185722	2390,0	1984,0	2637,0	1412,0
ENSG00000185728	2223,0	1686,0	2650,0	1416,0
ENSG00000185730	111,0	97,0	102,0	43,0
ENSG00000185736	2,0	2,0	1,0	3,0
ENSG00000185737	1,0	0,0	0,0	0,0
ENSG00000185739	3,0	5,0	12,0	1,0
ENSG00000185742	13,0	19,0	10,0	2,0
ENSG00000185745	606,0	148,0	535,0	142,0
ENSG00000185753	232,0	212,0	311,0	163,0
ENSG00000185758	0,0	0,0	1,0	0,0
ENSG00000185760	30,0	16,0	53,0	11,0
ENSG00000185761	386,0	284,0	559,0	354,0
ENSG00000185774	19,0	10,0	27,0	8,0
ENSG00000185775	0,0	0,0	0,0	0,0
ENSG00000185787	6668,0	6060,0	9617,0	5665,0
ENSG00000185792	0,0	0,0	1,0	1,0
ENSG00000185798	84,0	111,0	105,0	70,0
ENSG00000185800	700,0	684,0	884,0	466,0
ENSG00000185803	501,0	648,0	524,0	370,0
ENSG00000185808	173,0	179,0	234,0	140,0
ENSG00000185811	0,0	0,0	0,0	0,0
ENSG00000185813	370,0	714,0	462,0	519,0
ENSG00000185818	1,0	3,0	3,0	3,0
ENSG00000185821	0,0	0,0	0,0	0,0
ENSG00000185823	6,0	7,0	4,0	3,0
ENSG00000185825	1773,0	1883,0	2319,0	1444,0
ENSG00000185829	143,0	114,0	166,0	83,0
ENSG00000185834	3,0	5,0	1,0	0,0
ENSG00000185838	86,0	100,0	63,0	37,0
ENSG00000185839	2,0	0,0	2,0	0,0
ENSG00000185842	66,0	62,0	87,0	39,0
ENSG00000185860	1,0	2,0	3,0	7,0
ENSG00000185862	15,0	18,0	24,0	12,0
ENSG00000185863	0,0	1,0	0,0	0,0
ENSG00000185864	162,0	207,0	258,0	140,0
ENSG00000185869	94,0	80,0	154,0	84,0
ENSG00000185873	0,0	0,0	4,0	1,0
ENSG00000185875	88,0	43,0	94,0	37,0
ENSG00000185880	216,0	143,0	220,0	149,0
ENSG00000185883	1325,0	1388,0	1741,0	1203,0
ENSG00000185885	766,0	480,0	805,0	391,0
ENSG00000185888	0,0	0,0	0,0	0,0
ENSG00000185894	0,0	0,0	0,0	0,0
ENSG00000185896	11752,0	9974,0	13631,0	8015,0
ENSG00000185897	0,0	0,0	0,0	0,0
ENSG00000185899	0,0	0,0	0,0	0,0
ENSG00000185900	53,0	26,0	49,0	25,0
ENSG00000185903	0,0	0,0	0,0	0,0
ENSG00000185905	2,0	2,0	3,0	2,0
ENSG00000185909	482,0	577,0	531,0	431,0
ENSG00000185915	0,0	0,0	0,0	1,0
ENSG00000185917	259,0	191,0	421,0	165,0
ENSG00000185920	1366,0	1218,0	1649,0	613,0
ENSG00000185924	2,0	2,0	0,0	1,0
ENSG00000185926	0,0	0,0	0,0	0,0
ENSG00000185933	0,0	2,0	4,0	3,0
ENSG00000185940	0,0	0,0	0,0	0,0
ENSG00000185942	0,0	0,0	0,0	0,0
ENSG00000185946	577,0	413,0	485,0	343,0
ENSG00000185947	158,0	132,0	124,0	60,0
ENSG00000185950	904,0	2203,0	925,0	2854,0
ENSG00000185955	8,0	4,0	1,0	2,0
ENSG00000185958	5,0	1,0	5,0	3,0
ENSG00000185960	5,0	4,0	7,0	6,0
ENSG00000185962	0,0	0,0	0,0	0,0
ENSG00000185963	960,0	917,0	1147,0	693,0
ENSG00000185966	0,0	0,0	0,0	0,0
ENSG00000185972	16,0	6,0	17,0	3,0
ENSG00000185973	291,0	191,0	376,0	141,0
ENSG00000185974	0,0	0,0	0,0	0,0
ENSG00000185982	0,0	0,0	0,0	0,0
ENSG00000185985	2,0	0,0	3,0	2,0
ENSG00000185986	68,0	59,0	120,0	61,0
ENSG00000185988	4,0	2,0	2,0	0,0
ENSG00000185989	560,0	530,0	535,0	292,0
ENSG00000186001	1464,0	1050,0	2161,0	867,0
ENSG00000186007	0,0	0,0	0,0	0,0
ENSG00000186008	0,0	1,0	0,0	0,0
ENSG00000186009	0,0	0,0	0,0	0,0
ENSG00000186010	1592,0	1383,0	1670,0	753,0
ENSG00000186017	206,0	131,0	184,0	103,0
ENSG00000186020	309,0	165,0	319,0	168,0
ENSG00000186026	119,0	113,0	108,0	92,0
ENSG00000186038	0,0	0,0	0,0	0,0
ENSG00000186047	0,0	1,0	1,0	0,0
ENSG00000186049	0,0	0,0	0,0	0,0
ENSG00000186051	1,0	0,0	1,0	0,0
ENSG00000186063	3634,0	3722,0	3774,0	3132,0
ENSG00000186073	376,0	255,0	443,0	154,0
ENSG00000186074	0,0	0,0	0,0	0,0
ENSG00000186075	6,0	3,0	5,0	3,0
ENSG00000186076	0,0	0,0	0,0	0,0
ENSG00000186081	0,0	0,0	1,0	0,0
ENSG00000186082	0,0	0,0	0,0	0,0
ENSG00000186086	0,0	1,0	0,0	0,0
ENSG00000186088	94,0	151,0	184,0	141,0
ENSG00000186090	0,0	0,0	0,0	0,0
ENSG00000186092	0,0	0,0	0,0	0,0
ENSG00000186094	5,0	3,0	3,0	2,0
ENSG00000186103	0,0	1,0	2,0	0,0
ENSG00000186104	176,0	115,0	166,0	100,0
ENSG00000186105	3,0	0,0	1,0	3,0
ENSG00000186106	89,0	96,0	127,0	64,0
ENSG00000186111	2440,0	2234,0	2610,0	1550,0
ENSG00000186113	0,0	0,0	0,0	0,0
ENSG00000186115	0,0	4,0	0,0	0,0
ENSG00000186117	0,0	0,0	0,0	0,0
ENSG00000186118	2,0	0,0	1,0	1,0
ENSG00000186119	0,0	0,0	0,0	0,0
ENSG00000186124	0,0	0,0	0,0	0,0
ENSG00000186130	276,0	237,0	284,0	180,0
ENSG00000186132	91,0	69,0	88,0	59,0
ENSG00000186136	1,0	0,0	0,0	0,0
ENSG00000186141	576,0	496,0	692,0	461,0
ENSG00000186143	0,0	0,0	0,0	0,0
ENSG00000186146	0,0	0,0	0,0	0,0
ENSG00000186150	1,0	1,0	2,0	0,0
ENSG00000186152	0,0	0,0	0,0	0,0
ENSG00000186153	212,0	199,0	227,0	137,0
ENSG00000186160	0,0	0,0	0,0	0,0
ENSG00000186162	155,0	193,0	204,0	97,0
ENSG00000186163	0,0	0,0	0,0	0,0
ENSG00000186166	91,0	74,0	94,0	54,0
ENSG00000186174	2881,0	3322,0	2921,0	2029,0
ENSG00000186184	929,0	817,0	932,0	621,0
ENSG00000186185	19,0	22,0	25,0	10,0
ENSG00000186187	684,0	556,0	758,0	515,0
ENSG00000186188	3,0	5,0	6,0	5,0
ENSG00000186190	0,0	0,0	0,0	0,0
ENSG00000186191	1,0	1,0	0,0	0,0
ENSG00000186193	2,0	12,0	5,0	1,0
ENSG00000186197	0,0	0,0	2,0	0,0
ENSG00000186198	105,0	36,0	50,0	15,0
ENSG00000186204	0,0	0,0	0,0	0,0
ENSG00000186205	178,0	95,0	108,0	38,0
ENSG00000186207	0,0	0,0	1,0	0,0
ENSG00000186212	1,0	1,0	5,0	4,0
ENSG00000186222	191,0	162,0	193,0	105,0
ENSG00000186223	0,0	0,0	0,0	0,0
ENSG00000186226	1,0	0,0	0,0	0,0
ENSG00000186230	78,0	42,0	36,0	29,0
ENSG00000186231	0,0	0,0	0,0	0,0
ENSG00000186232	0,0	0,0	0,0	0,0
ENSG00000186234	8,0	2,0	5,0	3,0
ENSG00000186244	0,0	0,0	0,0	0,0
ENSG00000186260	937,0	601,0	1172,0	341,0
ENSG00000186265	1,0	0,0	9,0	0,0
ENSG00000186268	0,0	0,0	0,0	0,0
ENSG00000186272	97,0	65,0	121,0	60,0
ENSG00000186280	23,0	11,0	25,0	15,0
ENSG00000186281	36,0	18,0	86,0	45,0
ENSG00000186283	638,0	644,0	665,0	448,0
ENSG00000186288	3,0	2,0	7,0	2,0
ENSG00000186297	1,0	0,0	1,0	3,0
ENSG00000186298	2061,0	1986,0	2302,0	1255,0
ENSG00000186300	170,0	117,0	165,0	115,0
ENSG00000186301	38,0	47,0	41,0	34,0
ENSG00000186306	0,0	0,0	0,0	0,0
ENSG00000186310	100,0	42,0	161,0	48,0
ENSG00000186312	126,0	106,0	134,0	67,0
ENSG00000186314	28,0	29,0	32,0	27,0
ENSG00000186318	3686,0	2771,0	4220,0	2691,0
ENSG00000186326	5,0	0,0	5,0	0,0
ENSG00000186328	0,0	0,0	0,0	0,0
ENSG00000186329	56,0	43,0	93,0	43,0
ENSG00000186334	3,0	7,0	4,0	1,0
ENSG00000186335	9,0	6,0	9,0	5,0
ENSG00000186340	21343,0	10973,0	20110,0	7598,0
ENSG00000186350	1876,0	1597,0	1862,0	1147,0
ENSG00000186352	149,0	179,0	91,0	70,0
ENSG00000186354	55,0	50,0	21,0	23,0
ENSG00000186364	72,0	35,0	98,0	31,0
ENSG00000186367	2,0	1,0	3,0	1,0
ENSG00000186376	420,0	421,0	494,0	288,0
ENSG00000186377	15,0	6,0	71,0	21,0
ENSG00000186393	0,0	0,0	1,0	0,0
ENSG00000186395	206,0	210,0	188,0	195,0
ENSG00000186399	102,0	63,0	155,0	64,0
ENSG00000186400	0,0	0,0	0,0	0,0
ENSG00000186407	1,0	1,0	7,0	1,0
ENSG00000186409	79,0	63,0	133,0	64,0
ENSG00000186416	144,0	143,0	163,0	111,0
ENSG00000186417	988,0	691,0	738,0	330,0
ENSG00000186431	0,0	0,0	0,0	0,0
ENSG00000186432	2012,0	1356,0	2056,0	1457,0
ENSG00000186439	0,0	0,0	0,0	0,0
ENSG00000186440	0,0	0,0	0,0	0,0
ENSG00000186442	0,0	0,0	0,0	0,0
ENSG00000186446	49,0	40,0	37,0	20,0
ENSG00000186448	287,0	185,0	309,0	153,0
ENSG00000186451	1,0	0,0	1,0	0,0
ENSG00000186452	2,0	2,0	4,0	1,0
ENSG00000186453	0,0	3,0	5,0	1,0
ENSG00000186458	0,0	0,0	0,0	0,0
ENSG00000186462	23,0	44,0	41,0	34,0
ENSG00000186466	0,0	0,0	2,0	0,0
ENSG00000186468	14531,0	14595,0	14462,0	7999,0
ENSG00000186469	668,0	299,0	512,0	128,0
ENSG00000186470	442,0	271,0	789,0	371,0
ENSG00000186471	0,0	0,0	0,0	0,0
ENSG00000186472	0,0	1,0	8,0	1,0
ENSG00000186474	0,0	0,0	0,0	0,0
ENSG00000186479	0,0	0,0	0,0	0,0
ENSG00000186480	653,0	248,0	493,0	99,0
ENSG00000186481	2,0	2,0	8,0	4,0
ENSG00000186487	1,0	7,0	7,0	3,0
ENSG00000186493	74,0	94,0	108,0	68,0
ENSG00000186496	82,0	52,0	103,0	62,0
ENSG00000186501	596,0	603,0	814,0	441,0
ENSG00000186508	0,0	0,0	0,0	0,0
ENSG00000186509	0,0	0,0	0,0	0,0
ENSG00000186510	3,0	6,0	8,0	7,0
ENSG00000186513	0,0	0,0	0,0	0,0
ENSG00000186517	9,0	2,0	6,0	1,0
ENSG00000186522	2545,0	1966,0	2755,0	1569,0
ENSG00000186523	178,0	90,0	184,0	66,0
ENSG00000186526	2,0	4,0	5,0	7,0
ENSG00000186529	3,0	26,0	30,0	1,0
ENSG00000186532	226,0	173,0	328,0	154,0
ENSG00000186543	1,0	0,0	1,0	0,0
ENSG00000186562	0,0	0,0	0,0	0,0
ENSG00000186564	10,0	13,0	30,0	15,0
ENSG00000186566	1410,0	1123,0	1980,0	879,0
ENSG00000186567	326,0	317,0	450,0	179,0
ENSG00000186572	0,0	0,0	0,0	0,0
ENSG00000186575	1409,0	2611,0	2652,0	2698,0
ENSG00000186577	363,0	312,0	331,0	196,0
ENSG00000186579	0,0	0,0	0,0	0,0
ENSG00000186583	0,0	0,0	0,0	0,0
ENSG00000186591	5352,0	5012,0	7233,0	4542,0
ENSG00000186599	0,0	0,0	0,0	0,0
ENSG00000186603	7,0	9,0	1,0	0,0
ENSG00000186625	398,0	313,0	424,0	283,0
ENSG00000186628	40,0	34,0	47,0	38,0
ENSG00000186635	3407,0	2252,0	4177,0	1644,0
ENSG00000186638	28,0	20,0	31,0	24,0
ENSG00000186642	0,0	5,0	5,0	0,0
ENSG00000186645	4,0	4,0	3,0	5,0
ENSG00000186648	1,0	1,0	1,0	10,0
ENSG00000186652	9,0	0,0	0,0	0,0
ENSG00000186654	433,0	323,0	538,0	239,0
ENSG00000186660	2339,0	2057,0	2608,0	1686,0
ENSG00000186665	331,0	243,0	390,0	119,0
ENSG00000186666	152,0	96,0	192,0	75,0
ENSG00000186675	1,0	0,0	0,0	0,0
ENSG00000186676	8,0	9,0	11,0	8,0
ENSG00000186678	0,0	0,0	0,0	0,0
ENSG00000186684	16,0	12,0	10,0	7,0
ENSG00000186687	395,0	294,0	391,0	226,0
ENSG00000186704	25,0	31,0	20,0	11,0
ENSG00000186710	1,0	0,0	0,0	0,0
ENSG00000186714	72,0	29,0	5,0	1,0
ENSG00000186715	36,0	27,0	41,0	26,0
ENSG00000186716	784,0	743,0	942,0	637,0
ENSG00000186723	0,0	0,0	0,0	0,0
ENSG00000186732	0,0	0,0	0,0	0,0
ENSG00000186743	0,0	1,0	0,0	0,0
ENSG00000186765	5,0	8,0	29,0	10,0
ENSG00000186766	0,0	0,0	0,0	0,0
ENSG00000186767	77,0	68,0	87,0	40,0
ENSG00000186777	2,0	1,0	3,0	2,0
ENSG00000186787	104,0	103,0	91,0	56,0
ENSG00000186788	0,0	0,0	0,0	0,0
ENSG00000186790	0,0	0,0	1,0	2,0
ENSG00000186792	39,0	44,0	74,0	50,0
ENSG00000186795	0,0	0,0	0,0	0,0
ENSG00000186803	0,0	0,0	0,0	0,0
ENSG00000186806	25,0	24,0	25,0	24,0
ENSG00000186810	0,0	0,0	0,0	0,0
ENSG00000186812	608,0	430,0	776,0	352,0
ENSG00000186814	480,0	336,0	717,0	327,0
ENSG00000186815	1372,0	1344,0	1913,0	1460,0
ENSG00000186818	0,0	0,0	0,0	0,0
ENSG00000186827	3,0	0,0	3,0	0,0
ENSG00000186831	0,0	0,0	1,0	0,0
ENSG00000186832	0,0	0,0	0,0	0,0
ENSG00000186834	1127,0	1537,0	1259,0	815,0
ENSG00000186838	1,0	0,0	3,0	0,0
ENSG00000186844	0,0	0,0	0,0	0,0
ENSG00000186847	0,0	0,0	1,0	0,0
ENSG00000186854	89,0	57,0	92,0	29,0
ENSG00000186860	0,0	0,0	0,0	0,0
ENSG00000186862	34,0	27,0	37,0	51,0
ENSG00000186866	1670,0	1360,0	1993,0	1257,0
ENSG00000186867	0,0	0,0	0,0	0,0
ENSG00000186868	51,0	21,0	11,0	7,0
ENSG00000186871	10,0	3,0	9,0	4,0
ENSG00000186881	0,0	0,0	0,0	0,0
ENSG00000186886	0,0	0,0	0,0	0,0
ENSG00000186889	96,0	60,0	115,0	73,0
ENSG00000186891	1,0	0,0	1,0	0,0
ENSG00000186895	0,0	0,0	0,0	0,0
ENSG00000186897	0,0	5,0	2,0	1,0
ENSG00000186907	162,0	82,0	120,0	25,0
ENSG00000186908	932,0	688,0	1065,0	492,0
ENSG00000186910	0,0	0,0	0,0	0,0
ENSG00000186912	0,0	1,0	1,0	0,0
ENSG00000186918	2694,0	2753,0	2369,0	2030,0
ENSG00000186919	3,0	24,0	3,0	0,0
ENSG00000186924	0,0	0,0	0,0	0,0
ENSG00000186925	0,0	0,0	0,0	0,0
ENSG00000186930	0,0	0,0	0,0	0,0
ENSG00000186940	0,0	0,0	0,0	0,0
ENSG00000186943	0,0	0,0	0,0	0,0
ENSG00000186951	894,0	858,0	941,0	686,0
ENSG00000186952	74,0	39,0	86,0	41,0
ENSG00000186965	0,0	0,0	0,0	0,0
ENSG00000186967	0,0	0,0	0,0	0,0
ENSG00000186970	0,0	0,0	0,0	0,0
ENSG00000186971	0,0	0,0	0,0	0,0
ENSG00000186973	2,0	4,0	1,0	1,0
ENSG00000186976	109,0	40,0	93,0	68,0
ENSG00000186977	0,0	0,0	0,0	0,0
ENSG00000186980	0,0	0,0	0,0	0,0
ENSG00000186994	30,0	13,0	36,0	4,0
ENSG00000186998	10,0	3,0	9,0	3,0
ENSG00000187003	0,0	0,0	0,0	0,0
ENSG00000187005	0,0	0,0	0,0	0,0
ENSG00000187010	30,0	19,0	30,0	5,0
ENSG00000187017	0,0	1,0	0,0	0,0
ENSG00000187021	0,0	1,0	4,0	0,0
ENSG00000187024	95,0	106,0	110,0	64,0
ENSG00000187026	0,0	0,0	0,0	0,0
ENSG00000187033	1,0	1,0	1,0	0,0
ENSG00000187037	0,0	0,0	2,0	4,0
ENSG00000187045	2,0	1,0	3,0	1,0
ENSG00000187048	2,0	3,0	2,0	2,0
ENSG00000187049	167,0	155,0	205,0	80,0
ENSG00000187051	699,0	756,0	643,0	446,0
ENSG00000187054	0,0	0,0	0,0	1,0
ENSG00000187066	46,0	32,0	44,0	29,0
ENSG00000187068	14,0	12,0	20,0	15,0
ENSG00000187079	5851,0	7450,0	7699,0	6085,0
ENSG00000187080	0,0	0,0	0,0	0,0
ENSG00000187082	0,0	0,0	0,0	0,0
ENSG00000187091	698,0	597,0	841,0	560,0
ENSG00000187094	9,0	37,0	26,0	12,0
ENSG00000187097	375,0	358,0	416,0	304,0
ENSG00000187098	1189,0	1219,0	1386,0	879,0
ENSG00000187103	0,0	1,0	0,0	0,0
ENSG00000187105	3,0	4,0	11,0	21,0
ENSG00000187109	11040,0	12452,0	11619,0	9675,0
ENSG00000187116	0,0	0,0	0,0	0,0
ENSG00000187118	152,0	159,0	149,0	164,0
ENSG00000187122	15,0	1,0	8,0	0,0
ENSG00000187123	4,0	7,0	9,0	3,0
ENSG00000187134	7422,0	20114,0	9198,0	9467,0
ENSG00000187135	0,0	0,0	0,0	0,0
ENSG00000187140	0,0	0,0	0,0	0,0
ENSG00000187144	3,0	2,0	3,0	4,0
ENSG00000187147	1112,0	1215,0	1234,0	694,0
ENSG00000187151	4,0	7,0	7,0	37,0
ENSG00000187164	157,0	116,0	187,0	119,0
ENSG00000187166	0,0	0,0	0,0	1,0
ENSG00000187170	0,0	0,0	1,0	0,0
ENSG00000187172	1,0	0,0	3,0	1,0
ENSG00000187173	2,0	7,0	7,0	0,0
ENSG00000187175	0,0	0,0	0,0	0,0
ENSG00000187180	1,0	0,0	2,0	1,0
ENSG00000187186	71,0	45,0	46,0	14,0
ENSG00000187187	60,0	40,0	61,0	44,0
ENSG00000187189	661,0	393,0	642,0	312,0
ENSG00000187191	0,0	0,0	0,0	0,0
ENSG00000187193	33,0	366,0	46,0	251,0
ENSG00000187210	1172,0	1336,0	2149,0	1498,0
ENSG00000187223	0,0	0,0	0,0	0,0
ENSG00000187231	1555,0	1276,0	1334,0	870,0
ENSG00000187238	0,0	0,0	0,0	0,0
ENSG00000187239	962,0	1640,0	1810,0	1763,0
ENSG00000187240	1733,0	2188,0	2471,0	1284,0
ENSG00000187242	0,0	0,0	0,0	0,0
ENSG00000187243	749,0	581,0	642,0	332,0
ENSG00000187244	586,0	440,0	876,0	349,0
ENSG00000187257	381,0	342,0	452,0	295,0
ENSG00000187258	0,0	0,0	0,0	0,0
ENSG00000187260	6,0	10,0	16,0	13,0
ENSG00000187266	192,0	118,0	156,0	74,0
ENSG00000187268	2,0	5,0	11,0	5,0
ENSG00000187272	0,0	0,0	0,0	0,0
ENSG00000187288	3,0	35,0	3,0	25,0
ENSG00000187323	12,0	7,0	7,0	5,0
ENSG00000187325	473,0	382,0	522,0	325,0
ENSG00000187372	70,0	35,0	101,0	34,0
ENSG00000187391	456,0	366,0	720,0	312,0
ENSG00000187398	2,0	3,0	5,0	1,0
ENSG00000187416	0,0	0,0	0,0	1,0
ENSG00000187446	2452,0	2215,0	2337,0	1844,0
ENSG00000187472	0,0	0,0	0,0	0,0
ENSG00000187474	1,0	0,0	0,0	0,0
ENSG00000187475	0,0	0,0	0,0	0,0
ENSG00000187479	16,0	63,0	49,0	71,0
ENSG00000187481	0,0	0,0	0,0	0,0
ENSG00000187483	0,0	0,0	0,0	0,0
ENSG00000187486	1,0	0,0	1,0	0,0
ENSG00000187492	5,0	6,0	12,0	6,0
ENSG00000187498	1087,0	2880,0	1354,0	1571,0
ENSG00000187504	0,0	0,0	1,0	0,0
ENSG00000187510	0,0	0,0	1,0	0,0
ENSG00000187513	0,0	0,0	0,0	0,0
ENSG00000187514	6798,0	6678,0	9522,0	4674,0
ENSG00000187516	0,0	0,0	0,0	0,0
ENSG00000187522	425,0	419,0	449,0	260,0
ENSG00000187527	0,0	1,0	0,0	0,0
ENSG00000187531	214,0	199,0	270,0	183,0
ENSG00000187533	2,0	1,0	1,0	1,0
ENSG00000187534	0,0	0,0	0,0	0,0
ENSG00000187535	835,0	642,0	998,0	502,0
ENSG00000187536	0,0	0,0	0,0	0,0
ENSG00000187537	0,0	0,0	0,0	0,0
ENSG00000187545	0,0	0,0	0,0	0,0
ENSG00000187546	3,0	0,0	7,0	0,0
ENSG00000187550	0,0	0,0	1,0	0,0
ENSG00000187553	3,0	6,0	5,0	3,0
ENSG00000187554	5,0	7,0	7,0	5,0
ENSG00000187555	1591,0	1738,0	1988,0	1350,0
ENSG00000187556	9,0	4,0	7,0	5,0
ENSG00000187559	1,0	0,0	0,0	0,0
ENSG00000187566	38,0	16,0	25,0	26,0
ENSG00000187569	0,0	0,0	0,0	0,0
ENSG00000187581	0,0	0,0	0,0	0,0
ENSG00000187583	14,0	8,0	12,0	6,0
ENSG00000187589	0,0	0,0	0,0	0,0
ENSG00000187595	6,0	3,0	9,0	2,0
ENSG00000187600	0,0	0,0	1,0	0,0
ENSG00000187601	456,0	325,0	509,0	250,0
ENSG00000187605	364,0	211,0	236,0	135,0
ENSG00000187607	306,0	184,0	291,0	191,0
ENSG00000187608	321,0	241,0	213,0	92,0
ENSG00000187609	186,0	159,0	181,0	101,0
ENSG00000187612	0,0	0,0	0,0	0,0
ENSG00000187616	0,0	0,0	0,0	0,0
ENSG00000187624	91,0	64,0	74,0	21,0
ENSG00000187626	151,0	99,0	149,0	89,0
ENSG00000187627	0,0	17,0	34,0	28,0
ENSG00000187630	263,0	247,0	266,0	191,0
ENSG00000187634	183,0	81,0	138,0	9,0
ENSG00000187642	1,0	4,0	3,0	0,0
ENSG00000187650	88,0	78,0	135,0	49,0
ENSG00000187653	0,0	0,0	4,0	4,0
ENSG00000187657	0,0	0,0	0,0	0,0
ENSG00000187658	0,0	0,0	0,0	0,0
ENSG00000187664	10,0	10,0	14,0	8,0
ENSG00000187672	2,0	0,0	4,0	2,0
ENSG00000187676	152,0	156,0	308,0	267,0
ENSG00000187678	108,0	51,0	101,0	69,0
ENSG00000187682	0,0	0,0	1,0	0,0
ENSG00000187686	2,0	1,0	5,0	2,0
ENSG00000187688	404,0	322,0	428,0	258,0
ENSG00000187689	0,0	0,0	0,0	0,0
ENSG00000187690	0,0	0,0	0,0	0,0
ENSG00000187695	0,0	3,0	0,0	1,0
ENSG00000187699	83,0	56,0	83,0	31,0
